theta,ene,phi
0.0,-0.24987364582818844,0.4996855536646557
0.039269908169872414,-0.24985545969148418,0.4949488700932883
0.07853981633974483,-0.24942236520106809,0.48967750288295286
0.11780972450961726,-0.24870222941609255,0.4841602888957816
0.15707963267948966,-0.24769762377990578,0.4783657498748948
0.19634954084936207,-0.24641218669235698,0.4722575034607112
0.2356194490192345,-0.24485067665155377,0.4657917608474106
0.2748893571891069,-0.24301904088792678,0.4589193208715902
0.3141592653589793,-0.24092450594569012,0.4515791956771639
0.3534291735288517,-0.23857570001236145,0.44369652533292253
0.39269908169872414,-0.23598281924124034,0.4351854867702119
0.4319689898685966,-0.23315784367021694,0.4259350873132127
0.471238898038469,-0.23011483724005985,0.4158074864561958
0.5105088062083414,-0.22687035899674235,0.4046265576171225
0.5497787143782138,-0.2234440444059975,0.39216213670091166
0.5890486225480862,-0.21985944813183636,0.3780978876069967
0.5969026041820606,-0.21885612484537345,0.37776065974754675
0.6126105674500096,-0.21764455207237607,0.36882696811864374
0.6283185307179586,-0.2161454653429186,0.3620926679885035
0.6440264939859076,-0.2146312955823884,0.3549443036705551
0.6597344572538566,-0.21310475875445303,0.3473154382183629
0.6754424205218056,-0.21156888637329627,0.3391398981760451
0.6911503837897546,-0.21002708897470931,0.3303363318019422
0.7068583470577036,-0.20848324174348412,0.3208028172029726
0.7225663103256525,-0.2069418007094015,0.3104087657566898
0.7382742735936015,-0.20540796523580448,0.2989821947586913
0.7539822368615505,-0.20388791385265667,0.28628868444088296
0.7696902001294995,-0.20238916305902302,0.2719943207627094
0.7853981633974485,-0.20092114802830494,0.25559496228549805
0.8011061266653974,-0.19949624644629488,0.23626601686605594
0.8168140899333464,-0.19813183227917486,0.21249223380824642
0.8325220532012954,-0.1968555581143088,0.18107092058864574
0.8482300164692443,-0.19572629489366303,0.13152642830190223
0.8639379797371933,-0.1952884272414284,-0.005392884180240254
0.8796459430051423,-0.20929297710946312,-0.3389201880086987
0.8953539062730913,-0.21128921857292632,-0.3491472226178558
0.9110618695410403,-0.2128620523161313,-0.356152794614215
0.9267698328089893,-0.2144201483658832,-0.3627811381832842
0.9424777960769383,-0.21596175215657737,-0.36906969290866953
0.9817477042468103,-0.21969523081335054,-0.38343695965705177
1.0210176124166828,-0.2233526220617343,-0.3964450478513543
1.0602875205865552,-0.22680745850591938,-0.4080128600452282
1.0995574287564276,-0.23007189908873388,-0.4185064601644527
1.1388273369263002,-0.23312912014338605,-0.4280989551396751
1.1780972450961724,-0.23596410858625155,-0.43692593712647976
1.2173671532660448,-0.23856392205616556,-0.4450969016472719
1.2566370614359172,-0.240917412472152,-0.4527014598170076
1.2959069696057897,-0.24301500974220483,-0.45981378593568334
1.3351768777756623,-0.24484855736569258,-0.46649587862838354
1.3744467859455345,-0.2464111868373833,-0.4728000008869294
1.413716694115407,-0.2476972216053426,-0.4787705324991251
1.4529866022852793,-0.2487021040407217,-0.484445393727756
1.4922565104551517,-0.24942234076693084,-0.4898571499423147
1.5315264186250244,-0.24985546305447248,-0.4950338742315421
1.5707963267948966,-0.24999999999993716,-0.49999982271681126
